nome,genero,data_nascimento,presenca_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem
JOÃO CARLOS SIQUEIRA,M,28/02/1967,89,3,0,104,16,0,"326.214,09","18.732,03","37.477,94","34.833,52","44.831,86","54.192,78","54.866,82","25.266,73","20.811,94","30.550,84","4.649,63","0,00",0,"1.115.363,54","111.635,71","111.635,71","111.635,71","111.621,16","111.599,34","111.599,34","111.599,34","110.786,91","111.599,34","111.650,98",0,0,"33.763,00",0
FRANCISCO EURICO DA SILVA,M,12/09/1962,85,7,3,36,4,2,"339.026,20","14.408,85","34.580,27","33.487,40","61.812,66","34.367,09","44.384,17","39.009,40","33.133,99","26.233,24","17.555,06","54,07",0,"1.109.317,17","111.617,15","111.617,12","111.617,12","111.617,12","111.617,12","111.160,97","110.300,06","109.687,41","110.073,19","110.009,89",0,0,"33.763,00",0
GILDENEMIR DE LIMA SOUSA,M,08/11/1971,74,18,4,12,21,3,"312.619,95","21.687,15","23.939,17","27.502,58","30.200,89","41.443,63","96.284,55","18.286,41","23.625,66","19.840,25","9.809,66","0,00",0,"1.111.841,14","111.416,98","111.416,98","111.416,98","111.416,98","111.211,51","111.113,67","111.113,67","109.524,41","111.604,98","111.604,98",0,0,"33.763,00",0
MANOEL ISIDORIO DE SANTANA JUNIOR,M,28/07/1962,89,3,3,28,25,4,"122.097,39","18.985,98","7.305,20","24.819,70","17.539,09","17.263,62","14.958,11","9.351,19","6.767,24","5.107,26","0,00","0,00",0,"1.099.891,43","107.571,53","109.535,10","109.535,10","109.059,48","111.629,57","111.629,57","110.968,20","109.579,33","109.579,33","109.579,33",0,0,"33.763,00",0
PATRUS ANANIAS DE SOUZA,M,26/01/1952,78,14,5,42,10,5,"332.131,93","24.018,54","39.827,35","54.717,60","54.875,05","42.393,82","34.520,85","28.314,93","23.534,46","12.411,86","17.114,60","402,87",0,"1.114.717,90","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79",0,0,"33.763,00",0
RICARDO IZAR JUNIOR,M,01/08/1968,82,10,2,10,10,1,"318.098,30","21.993,12","26.040,58","36.284,07","34.496,42","82.039,32","25.193,31","14.757,52","10.691,35","11.857,99","54.744,62","0,00",0,"1.115.705,86","111.574,72","111.631,28","111.631,28","111.653,59","111.355,92","111.556,47","111.563,15","111.599,55","111.580,77","111.624,79",0,0,"33.763,00",0
MARCO ANTÔNIO FELICIANO,M,12/10/1972,85,7,7,38,12,6,"230.636,69","16.409,30","13.151,81","24.167,42","22.449,14","40.447,31","43.250,46","33.839,75","21.664,84","14.490,61","766,05","0,00",0,"1.100.514,06","111.368,34","111.368,34","111.368,34","110.321,79","111.368,34","109.798,51","107.823,56","111.368,34","111.368,34","111.368,34",0,0,"33.763,00",1
PAULO ABI-ACKEL,M,21/06/1963,77,15,0,5,52,0,"256.231,70","50.879,76","37.522,53","37.414,19","37.784,96","34.690,33","17.048,14","19.193,24","11.703,00","6.914,08","3.081,47","0,00",0,"1.107.774,27","111.538,31","111.004,47","111.004,47","111.583,13","111.604,58","111.647,43","111.647,43","110.107,30","108.838,96","108.984,93",0,0,"33.763,00",0
PAULO PEREIRA DA SILVA,M,24/02/1956,46,46,46,2,24,13,"298.844,30","29.383,01","37.602,30","44.450,75","46.446,53","47.674,81","19.088,84","19.977,90","19.527,49","16.302,91","17.516,42","873,34",0,"1.096.276,10","111.343,49","105.264,15","105.264,15","110.968,98","111.659,67","110.813,89","110.674,85","111.659,67","111.659,67","104.410,83",0,0,"33.763,00",0
PAULO FERNANDO DOS SANTOS,M,15/09/1957,73,19,19,6,13,8,"222.771,27","17.870,27","16.725,90","32.875,97","39.024,79","33.319,95","22.766,87","23.531,76","13.785,48","14.270,34","8.103,75","496,19",0,"1.115.302,39","111.659,67","111.659,67","111.659,67","111.659,67","111.659,67","110.842,80","111.182,23","111.659,67","111.659,67","111.659,67",0,0,"33.763,00",0
PAULO VELLOSO DANTAS AZI,M,14/01/1963,84,8,4,40,25,3,"303.701,38","26.573,17","22.575,78","39.470,93","54.315,35","45.960,76","40.677,23","23.921,98","20.173,45","14.820,46","15.158,92","53,35",0,"1.048.327,58","111.653,56","111.653,56","111.653,56","111.653,56","111.653,56","105.448,85","111.501,94","84.752,91","94.178,04","94.178,04",0,0,"33.763,00",0
PAULO EDUARDO MAESTRI BENGTSON,M,06/01/1974,74,18,18,36,45,13,"337.176,96","24.899,76","55.324,78","56.960,66","35.093,13","30.445,65","25.398,99","50.948,77","12.321,28","10.643,94","35.140,00","0,00",0,"1.114.366,52","111.659,64","111.225,25","111.225,25","111.659,64","111.659,64","109.864,15","111.659,64","111.659,64","111.659,64","111.659,64",0,0,"33.763,00",0
PAULO EDUARDO LIMA MARTINS,M,20/04/1981,91,1,0,25,0,0,"88.681,27","3.945,73","11.259,49","14.805,25","19.018,57","2.707,30","8.218,59","11.131,25","16.570,06","22,25","729,81","272,97",0,"977.162,47","102.152,26","99.214,26","99.214,26","106.521,83","98.007,37","89.495,08","89.495,08","93.465,44","98.709,04","101.241,43",0,0,"33.763,00",0
PAULO ROBERTO FOLETTO,M,30/04/1956,60,10,7,27,19,5,"257.901,51",0,0,"0,19","51.630,42","39.961,07","33.587,39","45.223,11","39.622,49","36.912,19","10.817,00","147,65",0,"782.783,92","0,00","7.203,85","7.203,85","107.317,70","111.447,51","111.550,44","111.550,44","111.550,44","110.584,76","111.578,78",0,0,"33.763,00",0
PAULO JOSE CARLOS GUEDES,M,01/10/1970,79,13,7,46,30,7,"325.411,60","50.413,88","36.385,16","43.402,14","47.827,78","41.593,85","21.450,49","21.887,90","27.132,68","21.181,05","14.036,67","100,00",0,"1.111.487,07","111.544,43","111.501,58","111.501,58","111.257,51","110.565,25","110.600,74","111.071,26","110.674,48","111.285,05","111.442,34",0,0,"33.763,00",0
PAULO GUSTAVO GANIME ALVES TEIXEIRA,M,19/04/1983,91,1,1,42,19,1,"38.387,05","4.333,73","6.334,72","7.106,41","11.947,54","5.938,04","1.814,90","903,97","4,58","3,16","0,00","0,00",0,"611.595,71","73.760,41","63.558,10","63.558,10","63.218,02","63.218,02","62.690,90","48.131,14","59.845,03","50.259,82","53.153,86",0,0,"33.763,00",0
PAULO ROBERTO FREIRE DA COSTA,M,14/02/1955,74,18,8,21,11,2,"183.703,67","28.123,72","36.815,55","34.070,90","19.783,12","41.182,90","7.628,08","363,70","7.406,48","4.265,11","4.064,11","0,00",0,"1.115.080,60","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06",0,0,"33.763,00",0
PAULO ROBERTO SEVERO PIMENTA,M,19/03/1965,84,8,8,2,21,3,"304.036,71","41.686,99","42.323,66","49.222,99","42.354,53","32.901,03","24.113,63","31.686,30","12.308,50","7.348,04","20.091,04","0,00",0,"1.114.688,10","111.354,73","111.313,04","111.313,04","111.544,32","111.544,32","111.544,32","111.544,32","111.501,47","111.544,32","111.544,32",0,0,"33.763,00",0
RICARDO AUGUSTO MACHADO DA SILVA,M,01/09/1985,89,3,0,51,13,0,"298.314,29","46.869,46","45.084,75","38.278,91","27.339,96","44.758,85","31.421,18","25.575,18","20.837,80","14.005,25","3.151,94","991,01",0,"1.112.441,45","110.579,85","111.362,96","111.362,96","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97",0,0,"33.763,00",0
Paulo Sérgio Ramos Barboza,M,18/10/1944,75,17,13,51,40,23,"307.607,98","31.306,73","33.083,48","45.488,92","41.894,52","40.776,21","31.441,15","25.189,78","21.649,26","20.853,85","14.891,88","1.032,20",0,"1.116.170,88","111.560,91","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33",0,0,"33.763,00",0
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,M,11/10/1980,69,23,22,9,18,8,"328.673,66","19.734,06","28.439,45","40.556,30","67.828,90","47.398,69","35.714,39","30.671,96","28.461,24","16.759,00","10.109,67","3.000,00",0,"939.350,07","94.142,10","93.371,15","93.371,15","93.371,15","92.962,20","102.548,76","89.862,58","88.681,70","91.617,35","99.421,93",0,0,"33.763,00",0
LUIZ PAULO TEIXEIRA FERREIRA,M,06/05/1961,84,8,0,73,37,0,"312.052,29","40.466,04","38.234,76","37.583,20","39.346,86","42.509,71","25.284,11","20.834,46","19.352,10","7.832,41","40.239,64","369,00",0,"1.116.573,36","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.635,16",0,0,"33.763,00",1
RICARDO TEOBALDO CAVALCANTI,M,18/10/1965,67,25,9,6,19,4,"352.006,47","75.838,70","29.031,88","30.495,58","29.669,48","37.062,21","33.057,30","33.767,66","29.421,01","26.894,86","26.767,79","0,00",0,"1.112.441,45","111.120,99","111.152,88","111.152,88","111.465,56","111.108,83","110.890,32","111.508,05","111.481,05","111.392,77","111.108,46",0,0,"33.763,00",0
MARCOS ROBERIO RIBEIRO MONTEIRO,M,15/02/1970,81,11,6,37,22,4,"288.276,95","47.590,17","43.538,26","54.646,16","42.748,76","30.958,46","28.787,21","13.260,89","3.509,26","5.237,78","18.000,00","0,00",0,"1.112.616,52","111.586,97","111.596,36","111.596,36","111.537,03","111.479,16","111.586,97","109.754,31","110.277,92","111.586,97","111.618,66",0,0,"33.763,00",0
ROBERTO ALVES DE LUCENA,M,18/04/1966,90,2,1,57,37,5,"335.652,59","27.341,46","32.606,18","45.748,00","61.804,31","44.824,77","33.506,21","25.809,69","16.752,34","15.496,77","30.106,85","1.656,01",0,"1.101.716,29","111.550,40","111.550,39","111.550,39","106.316,60","103.862,46","110.721,82","111.475,46","111.586,80","111.586,80","111.638,44",0,0,"33.763,00",1
RODRIGO BATISTA DE CASTRO,M,15/07/1971,84,8,4,19,28,4,"298.166,35","29.116,39","39.825,95","37.384,92","42.822,40","46.598,49","40.201,06","31.887,58","7.204,14","7.391,07","14.196,79","1.537,56",0,"1.053.984,46","110.306,95","110.761,50","110.761,50","111.635,37","111.520,32","107.830,91","100.648,62","97.447,42","96.783,22","96.743,20",0,0,"33.763,00",0
RODRIGO COELHO,M,29/06/1980,92,0,0,81,9,5,"107.305,81","12.678,98","16.326,42","25.770,44","13.620,70","25.418,03","7.973,08","3.227,19","8,21","1,82","2.280,94","0,00",0,"1.107.951,80","109.154,71","111.501,02","111.501,02","111.586,72","111.586,72","110.156,87","109.978,97","109.732,04","111.665,67","111.274,68",0,0,"33.763,00",1
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,M,12/06/1970,6,4,4,0,0,0,"5.702,88",0,0,0,0,0,0,0,0,0,"5.352,86","350,02",0,"85.453,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","85.453,97",0,0,"33.763,00",0
BENEDITO ROBERTO ALVES FERREIRA,M,27/05/1960,71,7,5,33,28,2,"227.815,88",0,0,"33.796,04","30.363,13","35.983,32","37.144,68","34.164,65","28.065,77","17.655,52","10.559,32","83,45",0,"1.079.408,08","109.132,76","96.888,00","96.888,00","105.185,20","107.935,24","107.935,24","110.811,59","111.501,92","111.501,92","111.281,57",0,0,"33.763,00",0
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,M,12/12/1977,87,5,5,89,10,5,"243.424,52","37.494,76","31.595,53","46.417,62","42.559,37","55.888,64","7.585,90","10.901,08","10.003,24","1,97","976,41","0,00",0,"1.074.590,09","110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","102.087,70","102.087,70","102.087,70","103.464,83",0,0,"33.763,00",1
ROGÉRIO MENDONÇA,M,27/01/1953,84,8,5,46,5,2,"282.557,76","19.071,55","19.591,03","40.202,77","23.209,03","30.598,89","32.032,33","30.741,03","29.926,43","37.877,83","18.450,40","856,47",0,"1.100.712,56","109.169,18","110.025,02","110.025,02","111.462,30","110.179,58","109.656,30","110.879,89","109.964,15","110.926,70","109.768,29",0,0,"33.763,00",0
ROGÉRIO CORREIA DE MOURA BAPTISTA,M,11/01/1958,88,4,0,56,12,0,"299.970,55","24.911,46","32.959,38","35.823,09","33.558,57","39.922,11","30.506,71","29.548,85","32.578,63","29.350,52","10.811,23","0,00",0,"1.115.255,85","111.550,47","111.492,96","111.492,96","111.586,89","111.322,71","111.550,47","111.550,47","111.550,47","111.550,47","111.550,47",0,0,"33.763,00",0
RONALDO CARLETTO,M,05/01/1960,88,4,4,5,19,3,"270.539,92","39.853,86","35.749,72","49.246,61","35.321,41","45.779,44","16.673,29","17.006,88","22.518,74","7.609,31","160,66","620,00",0,"1.113.060,98","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","108.778,61",0,0,"33.763,00",0
VALDIR LUIZ ROSSONI,M,23/11/1952,42,19,6,0,1,0,"175.496,02","38.434,25","41.023,76","24.376,55","39.059,07","29.171,19","2.729,46",0,0,0,"701,74","0,00",0,"1.081.591,49","104.548,41","105.599,40","105.599,40","106.533,93","111.453,14","111.617,11","111.593,80","111.416,90","111.416,90","111.416,90",0,0,"33.763,00",0
RONALDO MANCHADO MARTINS,M,21/01/1978,11,4,0,0,0,0,"79.088,04",0,0,0,0,0,0,0,"33.317,39","30.426,34","15.344,31","0,00",0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,"33.763,00",0
RUBENS BUENO,M,23/05/1948,91,1,0,65,6,0,"264.622,72","8.067,94","32.116,20","31.184,36","37.095,34","57.749,32","33.151,06","34.635,51","8.556,44","14.471,08","7.256,76","338,71",0,"1.095.692,94","111.253,23","106.987,97","106.987,97","108.825,69","110.646,65","110.646,65","110.646,65","109.798,80","106.891,90","108.742,17",0,0,"33.763,00",0
SAMUEL MOREIRA DA SILVA JUNIOR,M,09/02/1963,88,4,3,45,5,2,"285.184,26","18.924,07","25.557,73","40.933,34","50.610,63","38.706,58","35.099,02","21.805,45","22.925,53","7.648,25","22.973,66","0,00",0,"1.071.296,58","110.903,38","107.428,02","107.428,02","108.475,26","109.925,19","106.920,40","110.435,32","105.277,21","100.395,58","106.769,35",0,0,"33.763,00",0
RUI GOETHE DA COSTA FALCÃO,M,26/11/1943,87,5,0,46,9,0,"303.728,09","34.561,93","52.337,32","42.161,06","44.047,45","41.707,80","30.798,56","25.457,29","16.247,47","11.501,64","4.594,84","312,73",0,"1.111.143,21","111.162,30","111.162,30","111.162,30","111.162,30","110.682,51","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30",0,0,"33.763,00",0
RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,17/08/1970,79,13,12,17,17,9,"298.537,83","20.866,77","42.973,86","56.349,51","42.187,85","35.887,63","21.876,48","14.050,68","4.363,86","559,91","59.100,48","320,80",0,"1.113.165,15","111.550,47","111.180,85","111.180,85","111.301,37","111.550,47","111.320,37","110.214,42","111.550,47","111.550,47","111.550,47",0,0,"33.763,00",2
UBIRATAN ANTUNES SANDERSON,M,01/12/1969,89,3,1,61,17,0,"366.762,57","37.912,59","40.802,71","53.845,45","35.943,44","48.706,99","42.505,85","39.027,03","29.437,05","28.130,75","9.907,64","543,07",0,"1.099.778,40","107.480,38","109.483,26","109.483,26","111.119,86","111.119,86","110.913,82","107.219,92","111.653,64","111.653,64","111.653,64",0,0,"33.763,00",0
SANDRO ALEX CRUZ DE OLIVEIRA,M,25/11/1972,65,3,0,35,13,0,"180.454,37",0,0,0,"31.017,32","47.899,43","24.298,17","37.183,26","10.998,80","4.916,86","23.515,41","625,12",0,"637.942,05","0,00","0,00","0,00","69.926,13","87.036,26","87.826,98","94.352,24","97.459,50","97.459,50","103.881,44",0,0,"33.763,00",0
RUBENS OTONI GOMIDE,M,06/02/1956,75,17,5,11,21,2,"300.711,49","32.770,27","38.194,47","41.561,05","46.402,99","41.744,76","29.613,60","32.364,01","12.903,41","6.401,63","18.755,30","0,00",0,"1.113.548,29","111.544,41","111.544,41","111.544,41","111.544,41","111.501,56","111.004,56","111.429,17","111.429,17","111.429,17","110.577,02",0,0,"33.763,00",0
RUBENS PEREIRA E SILVA JUNIOR,M,18/03/1984,92,0,0,35,16,0,"356.112,25","33.232,76","43.788,65","49.953,73","46.779,13","45.113,71","44.355,44","12.257,09","27.387,79","27.391,12","25.830,93","21,90",0,"1.112.962,74","111.380,59","111.380,59","111.380,59","111.365,22","111.194,31","111.380,59","111.099,21","111.380,59","111.393,12","111.568,58",0,0,"33.763,00",0
JOSÉ WILSON SANTIAGO,M,10/06/1957,83,9,4,4,32,1,"317.146,93","30.349,27","31.771,02","37.471,51","42.306,88","41.459,58","17.270,03","59.218,14","39.103,16","6.056,23","11.543,92","597,19",0,"1.113.534,57","111.538,45","110.472,05","110.472,05","111.429,07","111.316,59","111.277,46","111.311,90","111.544,34","111.544,34","111.544,34",0,0,"33.763,00",0
WOLNEY QUEIROZ MACIEL,M,12/12/1972,82,10,10,2,38,5,"270.763,67","15.044,01","23.566,54","35.336,53","30.994,45","66.224,67","21.880,28","15.898,60","18.340,68","27.414,61","15.928,08","135,22",0,"1.115.322,00","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20",0,0,"33.763,00",0
JOSÉ CERQUEIRA DE SANTANA NETO,M,30/03/1964,83,9,6,54,7,0,"327.359,38","50.626,31","24.451,08","44.445,51","53.822,92","32.644,89","40.002,57","24.693,20","26.270,76","8.182,14","22.220,00","0,00",0,"1.072.580,28","107.824,82","106.195,45","106.195,45","109.255,70","107.442,69","107.878,99","106.497,60","106.497,60","106.497,60","106.325,02",0,0,"33.763,00",0
JOSE VITOR DE RESENDE AGUIAR,M,01/11/1984,73,19,16,26,27,12,"230.560,33","26.074,83","41.836,76","29.417,95","31.715,89","26.392,47","27.638,60","9.780,96","4.941,65","5.612,06","27.149,16","0,00",0,"1.112.005,71","111.586,81","111.507,97","111.507,97","111.507,97","111.165,15","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97",0,0,"33.763,00",2
JOSÉ CARLOS NUNES JÚNIOR,M,26/05/1955,77,15,15,1,0,0,"358.108,53","34.876,44","34.076,57","52.451,67","56.019,27","49.235,77","38.194,51","39.063,35","26.889,26","22.924,56","3.359,81","1.017,32",0,"1.100.240,21","111.046,99","111.103,15","111.103,15","106.832,08","111.043,48","110.100,74","111.389,82","109.743,83","107.342,40","110.590,73",0,0,"33.763,00",1
JOSÉ SILVA SOARES,M,11/05/1963,81,11,4,46,48,6,"272.945,30","13.589,72","23.281,74","58.030,74","45.654,35","51.011,56","24.752,96","20.633,31","16.662,24","7.130,92","12.197,76","0,00",0,"1.088.859,17","108.014,11","107.883,21","107.883,21","103.238,92","108.831,65","109.953,60","109.039,66","111.653,63","111.653,63","110.576,65",0,0,"33.763,00",1
SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,M,31/08/1968,61,31,31,2,19,10,"368.210,84","32.611,71","61.997,85","45.761,75","50.783,90","40.852,42","33.153,10","37.014,05","32.841,73","22.279,93","10.154,47","759,93",0,"1.105.562,32","111.550,40","111.151,62","111.151,62","108.271,62","111.550,40","111.283,71","107.107,52","111.550,44","111.475,23","110.070,98",0,0,"33.763,00",0
GILSON CARDOSO FAHUR,M,06/11/1963,92,0,0,27,2,0,"234.354,10","26.338,65","13.404,82","31.325,22","52.086,32","24.388,06","22.309,23","29.172,80","14.543,32","12.015,50","7.356,54","1.413,64",0,"703.510,23","66.705,81","73.341,81","73.341,81","73.341,81","73.341,81","73.341,81","73.341,81","67.133,94","66.705,81","66.705,81",0,0,"33.763,00",0
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,M,21/06/1978,75,17,10,9,26,4,"355.256,89","38.322,57","33.224,73","52.793,19","47.568,26","57.184,71","29.897,60","36.352,08","15.418,42","9.617,40","34.877,93","0,00",0,"1.089.445,65","111.077,16","107.757,43","107.757,43","108.634,49","107.404,64","103.768,48","108.159,53","108.272,04","111.647,36","111.647,36",0,0,"33.763,00",0
SÉRGIO LUÍS LACERDA BRITO,M,08/06/1961,69,23,10,6,24,4,"346.032,56","45.663,60","42.654,52","52.570,85","42.077,69","38.621,82","34.830,22","44.740,63","15.255,91","11.831,58","16.539,03","1.246,71",0,"1.114.170,62","111.512,47","111.607,20","111.607,20","111.538,25","111.538,25","111.179,96","111.280,54","111.378,74","111.647,19","110.850,06",0,0,"33.763,00",0
SERGIO TOLEDO DE ALBUQUERQUE,M,29/01/1962,47,45,44,1,21,20,"285.443,15","30.247,71","39.363,12","39.439,74","40.960,33","29.762,44","19.142,21","17.310,55","25.965,33","22.299,28","20.952,44","0,00",0,"1.115.988,90","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89",0,0,"33.763,00",0
SERGIO DE SOUZA,M,13/03/1971,84,8,4,20,0,0,"356.816,76","44.666,86","38.116,97","56.387,62","38.979,42","53.792,86","36.334,73","28.323,07","27.848,37","7.279,42","25.087,44","0,00",0,"1.083.098,44","103.465,18","111.598,82","111.598,82","108.459,16","95.170,25","107.026,01","111.202,02","111.526,06","111.526,06","111.526,06",0,0,"33.763,00",1
SEVERINO DE LIRA PESSÔA,M,06/02/1970,79,13,6,13,18,2,"347.869,75","56.448,73","40.975,67","38.983,26","51.480,91","46.528,02","20.039,00","12.962,54","10.449,32","2,30","70.000,00","0,00",0,"1.087.308,07","107.456,07","110.847,44","110.847,44","108.039,99","109.624,62","110.681,41","110.195,41","109.900,71","111.249,56","101.856,79",0,0,"33.763,00",0
SIDNEY RICARDO DE OLIVEIRA LEITE,M,08/04/1967,84,8,0,59,7,0,"269.893,45","8.648,68","35.886,24","88.152,88","30.161,65","54.238,48","27.619,45","17.293,50","2.933,41","2,45","4.750,00","206,71",0,"1.106.747,78","111.580,83","107.595,38","107.595,38","111.325,25","111.241,15","111.562,02","111.659,67","111.659,67","111.591,32","107.626,27",0,0,"33.763,00",0
SILAS CÂMARA,M,15/12/1962,68,24,16,14,35,16,"368.160,41","53.511,75","30.068,31","89.746,79","49.917,31","26.361,91","26.004,72","3.334,78","49.845,67","36.031,91","3.337,26","0,00",0,"1.074.101,37","110.677,96","109.858,49","109.858,49","104.374,60","104.374,60","105.000,60","106.461,25","107.232,58","107.789,66","107.692,99",0,0,"33.763,00",0
STEFANO AGUIAR DOS SANTOS,M,03/03/1976,75,17,10,7,16,7,"285.738,03","32.277,66","34.395,67","41.449,67","37.761,02","36.140,38","32.186,87","29.189,44","19.927,58","17.465,41","4.443,71","500,62",0,"1.105.220,16","111.507,96","111.507,96","111.507,96","111.507,96","111.507,96","109.724,62","109.724,62","109.724,62","109.724,62","108.781,88",0,0,"33.763,00",0
LUIZ GONZAGA RIBEIRO,M,31/05/1962,86,6,3,95,17,2,"321.138,71","22.268,14","23.219,41","37.183,66","43.427,86","54.538,56","30.205,10","35.399,21","27.745,12","24.901,42","21.907,68","342,55",0,"1.107.163,31","111.544,49","111.535,88","111.535,88","111.461,97","110.137,20","109.363,20","110.137,20","110.137,20","110.137,20","111.164,48",0,0,"33.763,00",0
TIAGO LIMA MITRAUD DE CASTRO LEITE,M,15/08/1986,92,0,0,107,7,0,"27.647,47","3.566,57","3.135,34","2.309,40","2.560,68","8.067,83","4.398,55","2.855,86","216,89","191,77","344,58","0,00",0,"408.211,46","34.798,86","43.996,79","43.996,79","52.593,10","55.384,47","56.148,88","53.361,59","43.944,69","14.691,41","21.331,71",0,0,"33.763,00",0
FRANCISCO TADEU BARBOSA DE ALENCAR,M,08/04/1963,82,10,9,43,54,15,"369.922,73","32.161,87","34.787,81","47.035,48","52.313,50","53.943,06","36.506,38","38.165,37","27.985,97","34.985,40","11.319,38","718,51",0,"913.256,03","82.100,84","82.100,84","82.100,84","82.100,84","83.823,55","94.672,90","99.931,87","102.657,96","102.657,96","101.108,43",0,0,"33.763,00",0
SILVIO SERAFIM COSTA FILHO,M,05/03/1982,80,12,6,31,8,2,"393.355,25","30.879,38","33.467,56","50.370,63","44.280,75","48.544,47","36.480,91","35.984,13","48.988,28","27.163,19","37.195,95","0,00",0,"1.114.520,69","111.550,59","111.327,92","111.327,92","111.550,59","110.788,05","111.550,59","111.550,59","111.550,59","111.550,59","111.550,59",0,0,"33.763,00",0
Tiago Dimas Braga Pereira,M,04/08/1988,89,3,0,9,1,0,"339.544,34","25.207,06","42.885,58","64.235,29","54.312,34","20.107,35","27.029,27","25.908,66","11.604,28","48.026,14","14.528,62","5.699,75",0,"1.093.177,33","111.006,97","109.190,74","109.190,74","109.190,74","108.805,07","110.517,32","111.287,52","109.789,26","103.714,49","110.484,48",0,0,"33.763,00",0
FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,M,01/05/1965,69,23,21,4,16,8,"191.016,33","10.744,18","20.999,68","20.819,91","22.736,94","28.371,73","25.748,36","27.555,21","15.056,32","13.606,42","5.377,58","0,00",0,"1.094.487,90","111.143,93","111.048,44","111.048,44","111.598,88","111.598,88","111.598,88","111.598,88","105.364,04","104.696,02","104.696,02",0,0,"33.763,00",0
SOSTENES SILVA CAVALCANTE,M,16/01/1975,90,2,1,22,53,3,"282.852,51","32.645,07","36.686,76","37.385,24","34.187,85","42.574,72","33.422,21","27.180,57","16.640,69","10.097,79","11.563,72","467,89",0,"1.110.795,89","111.471,63","110.392,32","110.392,32","109.919,18","110.901,44","110.898,63","111.435,26","111.435,26","111.435,26","111.435,26",0,0,"33.763,00",0
ANTONIO WANDSCHEER,M,31/08/1950,81,11,4,3,2,0,"305.031,20","41.777,79","39.307,55","48.754,02","48.076,79","33.128,88","24.222,67","17.864,61","13.310,97","6.776,98","31.802,06","8,88",0,"1.090.237,69","111.665,71","111.665,71","111.665,71","111.665,71","106.352,43","103.305,77","105.808,24","109.253,63","109.427,39","109.427,39",0,0,"33.763,00",0
CARLOS TITO MARQUES CORDEIRO,M,17/11/1976,92,0,0,27,7,0,"277.582,97","30.501,30","31.777,19","27.564,37","31.159,96","81.946,39","12.029,60","20.240,56","18.796,03","10.779,49","12.788,08","0,00",0,"1.115.576,55","111.587,05","111.587,05","111.587,05","111.564,01","111.498,03","111.550,67","111.550,67","111.550,67","111.550,67","111.550,68",0,0,"33.763,00",0
TÚLIO GADÊLHA SALES DE MELO,M,12/11/1987,84,8,8,53,77,16,"378.962,88","22.201,56","33.060,63","55.862,54","51.086,03","59.826,44","34.741,72","31.903,99","31.005,22","24.904,26","33.878,06","492,43",0,"1.104.734,62","111.435,40","111.288,65","111.288,65","110.232,48","111.665,84","110.955,10","108.096,17","108.686,96","111.593,09","109.795,26",0,0,"33.763,00",0
ULDURICO ALENCAR PINTO,M,30/01/1992,77,15,9,5,18,5,"391.674,99","5.676,51","39.129,50","29.853,85","79.759,43","19.410,55","25.244,16","35.620,95","73.478,81","37.352,03","82,46","46.066,74",0,"1.096.172,61","109.183,02","110.707,30","110.707,30","109.378,89","108.692,27","109.378,89","109.378,89","109.378,89","110.140,36","110.270,55",0,0,"33.763,00",0
